Item Fat Content,Item Type,Item_MRP,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Rating,Item_Outlet_Sales,Total Sales
reg,Fruits and Vegetables,183.0292,Tier 2,Medium,Supermarket Type1,0.059160135,4,8209.314,170.7448
LF,Dairy,228.5668,Tier 2,Small,Supermarket Type1,0.061775607,4,3225.1352,150.105
LF,Dairy,34.3558,Tier 2,Small,Supermarket Type1,0.119930029,4,271.6464,44.2744
LF,Frozen Foods,143.4154,Tier 2,Small,Supermarket Type1,0.114863923,4,3545.385,59.0246
LF,Fruits and Vegetables,141.947,Tier 2,Small,Supermarket Type1,0.173483253,4,4008.116,129.0652
LF,Health and Hygiene,255.3672,Tier 2,Small,Supermarket Type1,0.030349723,4,767.0016,37.0874
LF,Soft Drinks,55.8298,Tier 2,Small,Supermarket Type1,0.017322454,4,485.3682,196.8768
LF,Soft Drinks,233.3642,Tier 2,Small,Supermarket Type1,0,4,3950.1914,141.9154
Low Fat,Baking Goods,196.8426,Tier 2,Small,Supermarket Type1,0.015856295,4,593.2278,81.6592
Low Fat,Baking Goods,91.912,Tier 2,Small,Supermarket Type1,0.078728915,4,559.272,178.437
Low Fat,Baking Goods,64.3168,Tier 2,Small,Supermarket Type1,0.176182345,4,127.8336,158.1604
Low Fat,Baking Goods,64.951,Tier 2,Small,Supermarket Type1,0.056921876,4,1644.526,107.1622
Low Fat,Baking Goods,78.6618,Tier 2,Small,Supermarket Type1,0.119339241,4,80.5618,106.0596
Low Fat,Breads,90.2514,Tier 2,Small,Supermarket Type1,0.011087128,4,974.0654,41.4454
Low Fat,Breads,192.0478,Tier 2,Small,Supermarket Type1,0.020693809,4,1549.9824,199.1742
Low Fat,Breakfast,131.531,Tier 2,Small,Supermarket Type1,0.06316338,4,2856.282,132.2626
Low Fat,Breakfast,124.6362,Tier 2,Small,Supermarket Type1,0.089243789,4,3900.9222,192.0478
Low Fat,Canned,227.6352,Tier 2,Small,Supermarket Type1,0.117308165,4,2748.4224,195.7768
Low Fat,Canned,177.1054,Tier 2,Small,Supermarket Type1,0.037391881,4,3151.8972,83.2224
Low Fat,Canned,125.073,Tier 2,Small,Supermarket Type1,0.127424932,4,369.519,208.127
Low Fat,Canned,47.806,Tier 2,Small,Supermarket Type1,0.041098016,4,1071.938,81.6934
Low Fat,Canned,155.0972,Tier 2,Small,Supermarket Type1,0.05074138,4,3894.93,123.2072
Low Fat,Canned,196.9084,Tier 2,Small,Supermarket Type1,0.187523164,4,595.2252,146.2418
Low Fat,Canned,89.4172,Tier 2,Small,Supermarket Type1,0.126359196,4,2498.0816,109.2886
Low Fat,Canned,192.2478,Tier 2,Small,Supermarket Type1,0.01326146,4,4068.7038,108.0254
Low Fat,Canned,250.7724,Tier 2,Small,Supermarket Type1,0.018568129,4,251.6724,188.2214
Low Fat,Canned,77.6302,Tier 2,Small,Supermarket Type1,0.068809463,4,950.7624,258.5278
Low Fat,Dairy,158.8604,Tier 2,Small,Supermarket Type1,0.0226994,4,2693.8268,176.4028
Low Fat,Dairy,171.7106,Tier 2,Small,Supermarket Type1,0.038446805,4,1711.106,63.5852
Low Fat,Dairy,48.8376,Tier 2,Small,Supermarket Type1,0.159165324,4,1294.3152,207.1296
Low Fat,Dairy,49.8008,Tier 2,Small,Supermarket Type1,0.036127671,4,759.012,117.4782
Low Fat,Dairy,86.6198,Tier 2,Small,Supermarket Type1,0.044917289,4,2529.3742,88.5198
Low Fat,Dairy,102.3648,Tier 2,Small,Supermarket Type1,0.070026951,4,1557.972,263.6226
Low Fat,Dairy,141.8496,Tier 2,Small,Supermarket Type1,0.056785183,4,2399.5432,231.9642
Low Fat,Dairy,210.8612,Tier 2,Small,Supermarket Type1,0.132645493,4,1254.3672,96.9726
Low Fat,Dairy,215.7218,Tier 2,Small,Supermarket Type1,0.079791176,4,1923.4962,232.73
Low Fat,Dairy,184.0924,Tier 2,Small,Supermarket Type1,0.141325834,4,555.2772,265.0884
Low Fat,Dairy,123.3414,Tier 2,Small,Supermarket Type1,0.042233642,4,4751.8146,173.3764
Low Fat,Dairy,122.2072,Tier 2,Small,Supermarket Type1,0.097198194,4,3552.7088,89.8856
Low Fat,Frozen Foods,160.6236,Tier 2,Small,Supermarket Type1,0.022878953,4,1611.236,262.3594
Low Fat,Frozen Foods,163.621,Tier 2,Small,Supermarket Type1,0,4,815.605,237.7906
Low Fat,Frozen Foods,179.5976,Tier 2,Small,Supermarket Type1,0.081996013,4,2173.1712,216.2534
Low Fat,Frozen Foods,177.637,Tier 2,Small,Supermarket Type1,0.015457803,4,4234.488,209.9928
Low Fat,Frozen Foods,121.373,Tier 2,Small,Supermarket Type1,0.065618434,4,369.519,47.6402
Low Fat,Frozen Foods,164.6526,Tier 2,Small,Supermarket Type1,0.025988508,4,657.8104,146.6076
Low Fat,Frozen Foods,33.8874,Tier 2,Small,Supermarket Type1,0.119362409,4,35.2874,249.4434
Low Fat,Frozen Foods,39.7506,Tier 2,Small,Supermarket Type1,0.014689006,4,227.7036,74.5038
Low Fat,Frozen Foods,63.1168,Tier 2,Small,Supermarket Type1,0.026865809,4,191.7504,261.691
Low Fat,Frozen Foods,149.6708,Tier 2,Small,Supermarket Type1,0.056281276,4,300.9416,40.3454
Low Fat,Frozen Foods,166.1158,Tier 2,Small,Supermarket Type1,0.065797601,4,1169.8106,147.805
Low Fat,Frozen Foods,232.7326,Tier 2,Small,Supermarket Type1,0.111902259,4,3696.5216,105.4622
Low Fat,Frozen Foods,139.5838,Tier 2,Small,Supermarket Type1,0.100055601,4,4495.4816,112.4886
Low Fat,Frozen Foods,49.8008,Tier 2,Small,Supermarket Type1,0.037396901,4,303.6048,193.8478
Low Fat,Fruits and Vegetables,258.9962,Tier 2,Small,Supermarket Type1,0.05695045,4,258.9962,177.937
Low Fat,Fruits and Vegetables,198.3742,Tier 2,Small,Supermarket Type1,0.102171627,4,2587.9646,53.8298
Low Fat,Fruits and Vegetables,86.1856,Tier 2,Small,Supermarket Type1,0.012146608,4,1494.0552,37.9848
Low Fat,Fruits and Vegetables,96.0094,Tier 2,Small,Supermarket Type1,0.066608487,4,1713.7692,184.624
Low Fat,Fruits and Vegetables,85.1908,Tier 2,Small,Supermarket Type1,0.128011859,4,671.1264,210.9902
Low Fat,Fruits and Vegetables,57.1904,Tier 2,Small,Supermarket Type1,0.04295842,4,1640.5312,89.3172
Low Fat,Fruits and Vegetables,91.0488,Tier 2,Small,Supermarket Type1,0.035740763,4,1629.8784,131.9284
Low Fat,Fruits and Vegetables,90.5804,Tier 2,Small,Supermarket Type1,0.059835659,4,183.7608,151.3366
Low Fat,Fruits and Vegetables,263.791,Tier 2,Small,Supermarket Type1,0,4,4996.829,177.3002
Low Fat,Fruits and Vegetables,139.818,Tier 2,Small,Supermarket Type1,0.076045655,4,1398.18,96.541
Low Fat,Fruits and Vegetables,218.7508,Tier 2,Small,Supermarket Type1,0.072284689,4,3255.762,49.8034
Low Fat,Fruits and Vegetables,237.759,Tier 2,Small,Supermarket Type1,0.034300475,4,3545.385,253.2356
Low Fat,Fruits and Vegetables,182.0976,Tier 2,Small,Supermarket Type1,0.057385239,4,6157.3184,126.2046
Low Fat,Fruits and Vegetables,116.5466,Tier 2,Small,Supermarket Type1,0.135707553,4,2828.3184,172.5106
Low Fat,Fruits and Vegetables,91.7146,Tier 2,Small,Supermarket Type1,0.014577412,4,2462.7942,160.7262
Low Fat,Fruits and Vegetables,172.0764,Tier 2,Small,Supermarket Type1,0.089884775,4,4466.1864,195.111
Low Fat,Fruits and Vegetables,117.4782,Tier 2,Small,Supermarket Type1,0.03761584,4,2026.0294,109.1886
Low Fat,Fruits and Vegetables,82.8592,Tier 2,Small,Supermarket Type1,0.175962247,4,1733.7432,223.0772
Low Fat,Fruits and Vegetables,123.9046,Tier 2,Small,Supermarket Type1,0.036133463,4,1120.5414,120.1756
Low Fat,Hard Drinks,207.2612,Tier 2,Small,Supermarket Type1,0.122629121,4,4390.2852,175.4396
Low Fat,Hard Drinks,92.4462,Tier 2,Small,Supermarket Type1,0.070431235,4,185.0924,177.5344
Low Fat,Hard Drinks,109.5228,Tier 2,Small,Supermarket Type1,0.112203445,4,994.7052,111.786
Low Fat,Hard Drinks,184.6582,Tier 2,Small,Supermarket Type1,0.021220113,4,5015.4714,55.1298
Low Fat,Hard Drinks,145.8128,Tier 2,Small,Supermarket Type1,0,4,2444.8176,162.0578
Low Fat,Health and Hygiene,170.5422,Tier 2,Small,Supermarket Type1,0.12574524,4,1551.9798,122.473
Low Fat,Health and Hygiene,238.6564,Tier 2,Small,Supermarket Type1,0.067766896,4,3575.346,140.6812
Low Fat,Health and Hygiene,96.041,Tier 2,Small,Supermarket Type1,0.036228067,4,868.869,175.2028
Low Fat,Health and Hygiene,129.6626,Tier 2,Small,Supermarket Type1,0.112249781,4,1836.2764,64.3168
Low Fat,Health and Hygiene,82.5908,Tier 2,Small,Supermarket Type1,0.035186271,4,1510.0344,85.1224
Low Fat,Health and Hygiene,55.264,Tier 2,Small,Supermarket Type1,0.017638893,4,1544.656,132.7626
Low Fat,Health and Hygiene,62.9168,Tier 2,Small,Supermarket Type1,0.008559557,4,1406.1696,117.2492
Low Fat,Health and Hygiene,219.7456,Tier 2,Small,Supermarket Type1,0.077219509,4,884.1824,56.493
Low Fat,Health and Hygiene,102.9332,Tier 2,Small,Supermarket Type1,0.097692448,4,1845.5976,242.4196
Low Fat,Health and Hygiene,261.2594,Tier 2,Small,Supermarket Type1,0.046079558,4,1046.6376,151.5682
Low Fat,Health and Hygiene,144.1102,Tier 2,Small,Supermarket Type1,0.02512588,4,1749.7224,150.4734
Low Fat,Household,84.6908,Tier 2,Small,Supermarket Type1,0.011007815,4,3691.1952,259.5962
Low Fat,Household,138.7838,Tier 2,Small,Supermarket Type1,0.118651919,4,280.9676,263.991
Low Fat,Household,177.4028,Tier 2,Small,Supermarket Type1,0.096862255,4,3896.2616,193.982
Low Fat,Household,179.166,Tier 2,Small,Supermarket Type1,0.026180032,4,3056.022,120.7098
Low Fat,Household,194.7452,Tier 2,Small,Supermarket Type1,0.036530411,4,5872.356,227.801
Low Fat,Household,145.6418,Tier 2,Small,Supermarket Type1,0.120474481,4,3384.2614,165.5868
Low Fat,Household,78.2328,Tier 2,Small,Supermarket Type1,0.177661246,4,1004.0264,170.5422
Low Fat,Household,262.891,Tier 2,Small,Supermarket Type1,0.092997032,4,788.973,55.2956
Low Fat,Household,156.163,Tier 2,Small,Supermarket Type1,0.048050783,4,2816.334,105.6622
Low Fat,Household,145.3128,Tier 2,Small,Supermarket Type1,0,4,1869.5664,163.9184
Low Fat,Household,163.1526,Tier 2,Small,Supermarket Type1,0.033102681,4,1808.9786,116.6124
Low Fat,Household,55.4588,Tier 2,Small,Supermarket Type1,0.041816615,4,343.5528,254.5014
Low Fat,Household,54.9298,Tier 2,Small,Supermarket Type1,0.09264951,4,1348.245,157.8604
Low Fat,Household,51.435,Tier 2,Small,Supermarket Type1,0.009991273,4,499.35,175.537
Low Fat,Household,112.1228,Tier 2,Small,Supermarket Type1,0.059313603,4,1215.7508,238.1248
Low Fat,Household,253.3724,Tier 2,Small,Supermarket Type1,0.072655379,4,755.0172,229.8668
Low Fat,Household,193.1162,Tier 2,Small,Supermarket Type1,0,4,2693.8268,190.8162
Low Fat,Household,60.1536,Tier 2,Small,Supermarket Type1,0.038730229,4,490.0288,166.2842
Low Fat,Household,149.1366,Tier 2,Small,Supermarket Type1,0.113497001,4,4231.8248,253.4724
Low Fat,Household,149.2708,Tier 2,Small,Supermarket Type1,0.012651172,4,2407.5328,123.1414
Low Fat,Household,260.2278,Tier 2,Small,Supermarket Type1,0.129309277,4,4165.2448,188.8872
Low Fat,Household,86.4224,Tier 2,Small,Supermarket Type1,0.041220035,4,511.3344,131.231
Low Fat,Household,56.493,Tier 2,Small,Supermarket Type1,0.01572192,4,509.337,185.6608
Low Fat,Household,98.57,Tier 2,Small,Supermarket Type1,0.041283361,4,2496.75,87.0514
Low Fat,Household,196.1794,Tier 2,Small,Supermarket Type1,0.02594835,4,2926.191,180.0976
Low Fat,Household,50.2666,Tier 2,Small,Supermarket Type1,0.02689477,4,820.2656,76.7354
Low Fat,Meat,195.711,Tier 2,Small,Supermarket Type1,0.119428052,4,5499.508,190.853
Low Fat,Meat,48.3034,Tier 2,Small,Supermarket Type1,0.027059264,4,777.6544,76.467
Low Fat,Meat,263.391,Tier 2,Small,Supermarket Type1,0.098395216,4,6311.784,100.8042
Low Fat,Meat,161.0236,Tier 2,Small,Supermarket Type1,0.052329172,4,3705.8428,243.1512
Low Fat,Meat,108.0254,Tier 2,Small,Supermarket Type1,0.036031137,4,759.6778,60.4562
Low Fat,Others,165.5526,Tier 2,Small,Supermarket Type1,0.120258245,4,1973.4312,141.547
Low Fat,Others,195.111,Tier 2,Small,Supermarket Type1,0.090448534,4,3731.809,194.5478
Low Fat,Others,153.8998,Tier 2,Small,Supermarket Type1,0.06464846,4,2922.1962,253.404
Low Fat,Others,163.0526,Tier 2,Small,Supermarket Type1,0,4,2302.3364,53.8614
Low Fat,Seafood,92.0462,Tier 2,Small,Supermarket Type1,0.031219108,4,277.6386,156.9604
Low Fat,Seafood,142.0154,Tier 2,Small,Supermarket Type1,0.054015429,4,850.8924,196.3768
Low Fat,Snack Foods,139.2496,Tier 2,Small,Supermarket Type1,0.027942357,4,1976.0944,145.076
Low Fat,Snack Foods,163.5526,Tier 2,Small,Supermarket Type1,0.026783871,4,2302.3364,108.157
Low Fat,Snack Foods,110.657,Tier 2,Small,Supermarket Type1,0,4,659.142,153.734
Low Fat,Snack Foods,126.9994,Tier 2,Small,Supermarket Type1,0.159937597,4,1798.9916,93.912
Low Fat,Snack Foods,142.247,Tier 2,Small,Supermarket Type1,0.099101845,4,2004.058,105.828
Low Fat,Snack Foods,167.3158,Tier 2,Small,Supermarket Type1,0.020564685,4,1838.2738,148.2734
Low Fat,Snack Foods,96.9068,Tier 2,Small,Supermarket Type1,0.093278912,4,1458.102,118.7124
Low Fat,Snack Foods,140.4838,Tier 2,Small,Supermarket Type1,0,4,1685.8056,155.463
Low Fat,Snack Foods,87.6856,Tier 2,Small,Supermarket Type1,0.091189915,4,1494.0552,149.3708
Low Fat,Snack Foods,39.2506,Tier 2,Small,Supermarket Type1,0.117613212,4,75.9012,194.2136
Low Fat,Snack Foods,261.291,Tier 2,Small,Supermarket Type1,0.034868095,4,788.973,243.7828
Low Fat,Snack Foods,161.8578,Tier 2,Small,Supermarket Type1,0.118868155,4,3530.0716,229.4694
Low Fat,Snack Foods,198.7426,Tier 2,Small,Supermarket Type1,0.091745951,4,1186.4556,229.0352
Low Fat,Snack Foods,115.3176,Tier 2,Small,Supermarket Type1,0.019031184,4,572.588,235.5248
Low Fat,Snack Foods,113.3544,Tier 2,Small,Supermarket Type1,0.057302606,4,3467.4864,53.3956
Low Fat,Snack Foods,188.9898,Tier 2,Small,Supermarket Type1,0,4,4303.0654,253.0356
Low Fat,Snack Foods,223.0088,Tier 2,Small,Supermarket Type1,0.104859135,4,671.1264,161.8868
Low Fat,Snack Foods,79.0302,Tier 2,Small,Supermarket Type1,0.029933275,4,1901.5248,169.0816
Low Fat,Snack Foods,83.4908,Tier 2,Small,Supermarket Type1,0.052166995,4,503.3448,121.7072
Low Fat,Snack Foods,94.6436,Tier 2,Small,Supermarket Type1,0.054223942,4,4065.3748,142.0154
Low Fat,Snack Foods,90.4172,Tier 2,Small,Supermarket Type1,0.118080437,4,1249.0408,222.6088
Low Fat,Snack Foods,45.3718,Tier 2,Small,Supermarket Type1,0.121227447,4,614.5334,197.5452
Low Fat,Soft Drinks,51.5008,Tier 2,Small,Supermarket Type1,0.070767174,4,607.2096,111.986
Low Fat,Soft Drinks,178.137,Tier 2,Small,Supermarket Type1,0.078957122,4,3175.866,111.986
Low Fat,Soft Drinks,50.8692,Tier 2,Small,Supermarket Type1,0.038917891,4,788.3072,35.919
Low Fat,Soft Drinks,78.5328,Tier 2,Small,Supermarket Type1,0.113307794,4,695.0952,187.0924
Low Fat,Soft Drinks,253.7382,Tier 2,Small,Supermarket Type1,0.03593692,4,2271.0438,41.0138
Low Fat,Soft Drinks,85.5566,Tier 2,Small,Supermarket Type1,0.096379585,4,1860.2452,196.5768
Low Fat,Soft Drinks,240.6222,Tier 2,Small,Supermarket Type1,0.041608488,4,2868.2664,165.4526
Low Fat,Soft Drinks,75.5354,Tier 2,Small,Supermarket Type1,0.03781972,4,1956.1204,191.6188
Low Fat,Starchy Foods,142.8786,Tier 2,Small,Supermarket Type1,0.071230537,4,433.4358,128.102
Regular,Baking Goods,63.2194,Tier 2,Small,Supermarket Type1,0.065771344,4,247.6776,185.324
Regular,Baking Goods,161.1236,Tier 2,Small,Supermarket Type1,0.185824165,4,644.4944,78.5328
Regular,Baking Goods,97.7384,Tier 2,Small,Supermarket Type1,0.128235818,4,98.5384,104.1332
Regular,Baking Goods,132.5284,Tier 2,Small,Supermarket Type1,0.075736746,4,1318.284,265.5568
Regular,Baking Goods,79.4302,Tier 2,Small,Supermarket Type1,0.106731895,4,1743.0644,183.6634
Regular,Baking Goods,105.6938,Tier 2,Small,Supermarket Type1,0.093846532,4,214.3876,95.7068
Regular,Baking Goods,88.283,Tier 2,Small,Supermarket Type1,0.026059557,4,1797.66,241.2196
Regular,Baking Goods,182.5292,Tier 2,Small,Supermarket Type1,0.062516602,4,2736.438,163.9184
Regular,Baking Goods,175.6054,Tier 2,Small,Supermarket Type1,0.059889718,4,2451.4756,168.5132
Regular,Baking Goods,35.0874,Tier 2,Small,Supermarket Type1,0.079281476,4,352.874,100.1042
Regular,Baking Goods,125.5678,Tier 2,Small,Supermarket Type1,0.062212713,4,2543.356,88.1514
Regular,Breads,179.766,Tier 2,Small,Supermarket Type1,0.067688124,4,3056.022,258.8988
Regular,Breads,165.6868,Tier 2,Small,Supermarket Type1,0.022274264,4,3111.9492,101.699
Regular,Breads,121.0072,Tier 2,Small,Supermarket Type1,0.142511272,4,2082.6224,158.7578
Regular,Breads,127.102,Tier 2,Small,Supermarket Type1,0.063851475,4,3415.554,260.4594
Regular,Canned,254.7014,Tier 2,Small,Supermarket Type1,0.101812521,4,3570.0196,232.23
Regular,Canned,65.7484,Tier 2,Small,Supermarket Type1,0.046625941,4,391.4904,154.9998
Regular,Canned,109.957,Tier 2,Small,Supermarket Type1,0.055216312,4,4504.137,125.5046
Regular,Canned,113.8834,Tier 2,Small,Supermarket Type1,0.084749164,4,1382.2008,215.5218
Regular,Canned,233.6616,Tier 2,Small,Supermarket Type1,0.068112874,4,2577.9776,104.599
Regular,Canned,90.3488,Tier 2,Small,Supermarket Type1,0.0120098,4,996.0368,163.1184
Regular,Canned,94.0436,Tier 2,Small,Supermarket Type1,0.030688557,4,1134.5232,85.754
Regular,Canned,195.3452,Tier 2,Small,Supermarket Type1,0.016202582,4,1761.7068,188.2556
Regular,Dairy,241.8196,Tier 2,Small,Supermarket Type1,0.038204311,4,4097.3332,87.7198
Regular,Dairy,164.921,Tier 2,Small,Supermarket Type1,0.071832909,4,2609.936,194.1794
Regular,Dairy,132.9284,Tier 2,Small,Supermarket Type1,0.087629354,4,3295.71,263.491
Regular,Dairy,242.9854,Tier 2,Small,Supermarket Type1,0.009620042,4,2175.1686,121.673
Regular,Dairy,181.466,Tier 2,Small,Supermarket Type1,0.06321435,4,3775.086,88.3856
Regular,Dairy,111.6544,Tier 2,Small,Supermarket Type1,0.107036943,4,1565.9616,220.3772
Regular,Dairy,112.9544,Tier 2,Small,Supermarket Type1,0.065051586,4,2908.2144,76.1986
Regular,Dairy,221.5798,Tier 2,Small,Supermarket Type1,0.063319379,4,5509.495,180.9318
Regular,Dairy,159.4578,Tier 2,Small,Supermarket Type1,0.042610897,4,160.4578,117.2782
Regular,Dairy,118.4808,Tier 2,Small,Supermarket Type1,0.183260221,4,1640.5312,108.557
Regular,Dairy,164.8526,Tier 2,Small,Supermarket Type1,0.022507877,4,2631.2416,248.1092
Regular,Dairy,183.8608,Tier 2,Small,Supermarket Type1,0.07614605,4,2572.6512,197.0794
Regular,Dairy,43.3086,Tier 2,Small,Supermarket Type1,0.030504756,4,624.5204,212.6244
Regular,Dairy,229.7668,Tier 2,Small,Supermarket Type1,0.047482391,4,3916.2356,215.9876
Regular,Frozen Foods,215.5218,Tier 2,Small,Supermarket Type1,0.034350673,4,4915.6014,112.7544
Regular,Frozen Foods,40.8454,Tier 2,Small,Supermarket Type1,0.104998144,4,587.2356,213.2218
Regular,Frozen Foods,179.7634,Tier 2,Small,Supermarket Type1,0.149986868,4,1817.634,158.8288
Regular,Frozen Foods,227.272,Tier 2,Small,Supermarket Type1,0.137618927,4,7017.532,161.5236
Regular,Frozen Foods,39.4164,Tier 2,Small,Supermarket Type1,0.041994624,4,154.4656,194.782
Regular,Frozen Foods,231.1984,Tier 2,Small,Supermarket Type1,0.098765906,4,5097.3648,196.3768
Regular,Frozen Foods,79.8644,Tier 2,Small,Supermarket Type1,0.072898645,4,785.644,198.1426
Regular,Frozen Foods,248.8092,Tier 2,Small,Supermarket Type1,0.08062523,4,5976.2208,259.6936
Regular,Frozen Foods,242.9512,Tier 2,Small,Supermarket Type1,0.025891588,4,4847.024,165.121
Regular,Frozen Foods,234.4958,Tier 2,Small,Supermarket Type1,0.105125569,4,1635.8706,143.2812
Regular,Frozen Foods,172.4106,Tier 2,Small,Supermarket Type1,0.110010191,4,4277.765,38.8506
Regular,Frozen Foods,98.6384,Tier 2,Small,Supermarket Type1,0.047792845,4,1970.768,126.1362
Regular,Frozen Foods,62.5168,Tier 2,Small,Supermarket Type1,0.159698192,4,1534.0032,32.0558
Regular,Frozen Foods,186.7898,Tier 2,Small,Supermarket Type1,0.097294728,4,561.2694,47.7718
Regular,Fruits and Vegetables,94.1462,Tier 2,Small,Supermarket Type1,0.038749536,4,832.9158,262.0252
Regular,Fruits and Vegetables,154.6998,Tier 2,Small,Supermarket Type1,0.077304459,4,3229.7958,257.633
Regular,Fruits and Vegetables,164.121,Tier 2,Small,Supermarket Type1,0.039836895,4,2773.057,191.6188
Regular,Fruits and Vegetables,92.3488,Tier 2,Small,Supermarket Type1,0.068925304,4,1177.1344,196.9768
Regular,Fruits and Vegetables,81.825,Tier 2,Small,Supermarket Type1,0.00552947,4,83.225,169.279
Regular,Fruits and Vegetables,256.0672,Tier 2,Small,Supermarket Type1,0,4,2045.3376,169.6448
Regular,Fruits and Vegetables,264.8884,Tier 2,Small,Supermarket Type1,0.103758647,4,2914.8724,177.0054
Regular,Fruits and Vegetables,190.4188,Tier 2,Small,Supermarket Type1,0.046599684,4,952.094,125.1388
Regular,Fruits and Vegetables,41.548,Tier 2,Small,Supermarket Type1,0.094279004,4,79.896,86.3882
Regular,Fruits and Vegetables,175.2396,Tier 2,Small,Supermarket Type1,0.022914478,4,2093.2752,181.195
Regular,Fruits and Vegetables,186.8556,Tier 2,Small,Supermarket Type1,0.161474419,4,7322.4684,62.9168
Regular,Meat,35.2874,Tier 2,Small,Supermarket Type1,0.036903419,4,388.1614,175.137
Regular,Meat,182.0608,Tier 2,Small,Supermarket Type1,0.057410724,4,7717.9536,149.5366
Regular,Meat,71.338,Tier 2,Small,Supermarket Type1,0.02592132,4,1098.57,101.9674
Regular,Meat,44.9086,Tier 2,Small,Supermarket Type1,0.033754478,4,802.9548,199.0426
Regular,Meat,34.9532,Tier 2,Small,Supermarket Type1,0.077999504,4,539.298,238.0248
Regular,Meat,217.185,Tier 2,Small,Supermarket Type1,0.020942867,4,432.77,260.2936
Regular,Meat,199.3426,Tier 2,Small,Supermarket Type1,0.151044881,4,395.4852,79.2276
Regular,Snack Foods,190.453,Tier 2,Small,Supermarket Type1,0.129479176,4,379.506,139.7838
Regular,Snack Foods,150.9024,Tier 2,Small,Supermarket Type1,0.088178053,4,303.6048,122.6756
Regular,Snack Foods,36.3506,Tier 2,Small,Supermarket Type1,0.010914988,4,872.8638,183.8608
Regular,Snack Foods,61.0194,Tier 2,Small,Supermarket Type1,0.093746136,4,1052.6298,211.9244
Regular,Snack Foods,140.2496,Tier 2,Small,Supermarket Type1,0.086764795,4,2681.8424,156.7972
Regular,Snack Foods,144.947,Tier 2,Small,Supermarket Type1,0.009761175,4,3435.528,226.9404
Regular,Snack Foods,194.2794,Tier 2,Small,Supermarket Type1,0,4,4291.7468,78.396
Regular,Snack Foods,159.7578,Tier 2,Small,Supermarket Type1,0.012749289,4,641.8312,58.8588
Regular,Snack Foods,190.853,Tier 2,Small,Supermarket Type1,0.041949832,4,4364.319,54.064
Regular,Snack Foods,114.8518,Tier 2,Small,Supermarket Type1,0.067064128,4,2163.1842,257.9304
Regular,Snack Foods,229.4694,Tier 2,Small,Supermarket Type1,0.012260981,4,5937.6044,131.7284
Regular,Snack Foods,98.4042,Tier 2,Small,Supermarket Type1,0.159690469,4,1388.8588,142.4128
Regular,Snack Foods,164.7184,Tier 2,Small,Supermarket Type1,0.039214444,4,495.3552,98.241
Regular,Starchy Foods,83.9908,Tier 2,Small,Supermarket Type1,0.053170949,4,167.7816,45.606
reg,Soft Drinks,193.3794,Tier 2,Small,Supermarket Type1,0.044976367,4,4291.7468,176.2054
LF,Dairy,108.757,Tier 3,Medium,Grocery Store,0.145913308,4,1867.569,95.441
LF,Frozen Foods,229.9694,Tier 3,Medium,Grocery Store,0.148673586,4,4567.388,197.2452
LF,Fruits and Vegetables,51.235,Tier 3,Medium,Grocery Store,0.142732848,4,49.935,167.95
LF,Fruits and Vegetables,165.5868,Tier 3,Medium,Grocery Store,0.290430317,4,5404.9644,130.6652
LF,Health and Hygiene,101.9674,Tier 3,Medium,Grocery Store,0.163548055,4,1731.7458,239.3196
LF,Health and Hygiene,103.2332,Tier 3,Medium,Grocery Store,0.025002878,4,1845.5976,140.4154
LF,Household,123.0072,Tier 3,Medium,Grocery Store,0.048661041,4,1960.1152,123.7414
LF,Household,143.447,Tier 3,Medium,Grocery Store,0.045655118,4,2290.352,169.8106
LF,Household,229.9694,Tier 3,Medium,Grocery Store,0.048004263,4,4339.0186,117.5808
LF,Household,179.4344,Tier 3,Medium,Grocery Store,0.274405193,4,6066.7696,117.1124
LF,Snack Foods,108.0912,Tier 3,Medium,Grocery Store,0,4,1965.4416,62.151
Low Fat,Baking Goods,98.4042,Tier 3,Medium,Grocery Store,0.172856719,4,99.2042,148.205
Low Fat,Baking Goods,184.0608,Tier 3,Medium,Grocery Store,0.049697923,4,6431.628,95.0436
Low Fat,Baking Goods,122.4098,Tier 3,Medium,Grocery Store,0.094460314,4,3735.8038,245.3118
Low Fat,Baking Goods,189.1214,Tier 3,Medium,Grocery Store,0.15643727,4,2261.0568,142.0812
Low Fat,Baking Goods,211.3586,Tier 3,Medium,Grocery Store,0.127334766,4,422.1172,88.283
Low Fat,Baking Goods,165.3158,Tier 3,Medium,Grocery Store,0.046496777,4,334.2316,149.6708
Low Fat,Baking Goods,59.6904,Tier 3,Medium,Grocery Store,0.044024163,4,937.4464,125.902
Low Fat,Baking Goods,62.9168,Tier 3,Medium,Grocery Store,0.0926587,4,1086.5856,131.4284
Low Fat,Breakfast,98.3042,Tier 3,Medium,Grocery Store,0.105742544,4,198.4084,130.5626
Low Fat,Breakfast,147.3102,Tier 3,Medium,Grocery Store,0.035780177,4,291.6204,230.2326
Low Fat,Dairy,111.286,Tier 3,Medium,Grocery Store,0.222063351,4,2263.72,99.6726
Low Fat,Dairy,43.3454,Tier 3,Medium,Grocery Store,0.103752817,4,922.7988,155.1998
Low Fat,Dairy,253.4724,Tier 3,Medium,Grocery Store,0.05869048,4,2013.3792,91.612
Low Fat,Dairy,164.4184,Tier 3,Medium,Grocery Store,0.124910635,4,2641.8944,109.6228
